"time"	"name"	"median"	"low.m"	"up.m"	"low"	"up"	"chemical"	"tissue"
19	"CKidNAT"	0.00163704	0.0007641075	0.00308847	5.126003e-05	0.0089377595	"NAcTCVC"	"kidney"
19	"CKidTCA"	47.99135	31.181825	72.1429	13.062795	150.304175	"TCA"	"kidney"
19	"CKidTCVC"	0.003288025	0.0015223925	0.0058677275	0.00010153195	0.0154104625	"TCVC"	"kidney"
19	"CKidTCVG"	0.001691815	0.00080793925	0.0030401175	5.3309905e-05	0.00795037499999998	"TCVG"	"kidney"
19	"CLiv"	9.938165	4.7731475	17.482725	0.281968925	41.3723775	"Perc"	"liver"
19	"CLivNAT"	0.004638985	0.001955585	0.0097785675	0.000130577175	0.0376946774999999	"NAcTCVC"	"liver"
19	"CLivTCA"	80.50035	51.8852	116.30675	21.88211	212.47605	"TCA"	"liver"
19	"CLivTCVC"	0.000107772	3.9877075e-05	0.00027713325	2.72574925e-06	0.001566923	"TCVC"	"liver"
19	"CLivTCVG"	0.00679644	0.0031159925	0.011932075	0.00020302505	0.0314674575	"TCVG"	"liver"
19	"CPlasTCA"	151.7565	104.2785	210.799	49.81843	378.30325	"TCA"	"blood"
20	"CBldNAT"	0.00169085	0.00071709975	0.0035401825	3.869432e-05	0.0130342275	"NAcTCVC"	"blood"
20	"CBldTCVC"	0.000409942	0.00017235375	0.0008387885	9.5319385e-06	0.00294172149999998	"TCVC"	"blood"
20	"CBldTCVG"	0.0004895435	0.00022207125	0.0008352275	1.17703825e-05	0.0020279265	"TCVG"	"blood"
20	"CKid"	8.112015	3.8994325	13.665925	0.20166495	29.9151625	"Perc"	"kidney"
20	"CKidNAT"	0.001436305	0.00064716225	0.002759165	3.4738195e-05	0.00806883799999999	"NAcTCVC"	"kidney"
20	"CKidTCA"	45.9817	29.55395	69.074975	12.04358	145.671125	"TCA"	"kidney"
20	"CKidTCVC"	0.00290026	0.001283455	0.0052567075	7.0792055e-05	0.0142495924999999	"TCVC"	"kidney"
20	"CKidTCVG"	0.001489735	0.00068716475	0.0027039975	3.52105625e-05	0.007368152	"TCVG"	"kidney"
20	"CLiv"	8.78633	3.9789425	15.79485	0.1926346	38.1281075	"Perc"	"liver"
20	"CLivNAT"	0.00405299	0.0016585925	0.00873805	8.5853315e-05	0.0345782874999999	"NAcTCVC"	"liver"
20	"CLivTCA"	76.5294	49.413525	111.29925	20.5852625	203.701	"TCA"	"liver"
20	"CLivTCVC"	9.53234e-05	3.3868925e-05	0.00024674625	1.84910025e-06	0.00139267575	"TCVC"	"liver"
20	"CLivTCVG"	0.005943485	0.00265936	0.010672425	0.0001372399	0.0289143075	"TCVG"	"liver"
20	"CPlasTCA"	145.907	100.583	204.67175	46.779775	365.275325	"TCA"	"blood"
21	"CBldNAT"	0.00148891	0.00060636225	0.0031582	2.75426575e-05	0.01178662	"NAcTCVC"	"blood"
21	"CBldTCVC"	0.000363079	0.00014530475	0.0007541465	6.68443825e-06	0.00272102725	"TCVC"	"blood"
21	"CBldTCVG"	0.0004309025	0.0001871785	0.00075661775	7.96971375e-06	0.00184346375	"TCVG"	"blood"
21	"CKid"	7.14781	3.244105	12.286725	0.14086755	27.4595	"Perc"	"kidney"
21	"CKidNAT"	0.001263905	0.0005501755	0.0024977175	2.4511355e-05	0.00731848474999998	"NAcTCVC"	"kidney"
21	"CKidTCA"	43.7761	27.86715	66.204625	11.00232	139.136975	"TCA"	"kidney"
21	"CKidTCVC"	0.00254826	0.0010833875	0.0047226225	4.99272375e-05	0.01307114	"TCVC"	"kidney"
21	"CKidTCVG"	0.00131229	0.000576971	0.0024331475	2.5563655e-05	0.00677352275	"TCVG"	"kidney"
21	"CLiv"	7.79449	3.3415575	14.289325	0.1320623	35.483065	"Perc"	"liver"
21	"CLivNAT"	0.0035633	0.00138878	0.0077575175	5.67892725e-05	0.0310920425	"NAcTCVC"	"liver"
21	"CLivTCA"	73.01695	46.890625	107.05175	19.018065	197.229225	"TCA"	"liver"
21	"CLivTCVC"	8.33195e-05	2.88994e-05	0.0002176175	1.318562e-06	0.0012685585	"TCVC"	"liver"
21	"CLivTCVG"	0.005260235	0.0022242125	0.009637205	9.5855155e-05	0.0260729925	"TCVG"	"liver"
21	"CPlasTCA"	140.515	96.342775	198.1785	42.5000425	354.7293	"TCA"	"blood"
22	"CBldNAT"	0.001312105	0.000513387	0.0028384725	1.88294525e-05	0.0106592075	"NAcTCVC"	"blood"
22	"CBldTCVC"	0.0003192265	0.0001226095	0.00067454075	4.6259915e-06	0.0025076415	"TCVC"	"blood"
22	"CBldTCVG"	0.000381405	0.00015898075	0.000681606	5.59974075e-06	0.00168667575	"TCVG"	"blood"
22	"CKid"	6.303605	2.7056225	11.192025	0.096631955	25.0913625	"Perc"	"kidney"
22	"CKidNAT"	0.001112585	0.0004589685	0.0022690725	1.6351035e-05	0.00669873975	"NAcTCVC"	"kidney"
22	"CKidTCA"	41.6175	26.498225	63.4187	10.057181	133.52915	"TCA"	"kidney"
22	"CKidTCVC"	0.002247055	0.000903527	0.0042506725	3.469817e-05	0.01194932	"TCVC"	"kidney"
22	"CKidTCVG"	0.00115073	0.0004820865	0.002203925	1.68580975e-05	0.00623565275	"TCVG"	"kidney"
22	"CLiv"	6.86138	2.7936	12.8889	0.0933793725	32.8408275	"Perc"	"liver"
22	"CLivNAT"	0.003134335	0.001154855	0.006957	3.937714e-05	0.028271185	"NAcTCVC"	"liver"
22	"CLivTCA"	69.51145	44.376225	102.77275	17.2512875	189.263225	"TCA"	"liver"
22	"CLivTCVC"	7.28965e-05	2.46712e-05	0.0001903905	9.070953e-07	0.00114979125	"TCVC"	"liver"
22	"CLivTCVG"	0.004658475	0.00187964	0.0086879725	6.7270685e-05	0.023895525	"TCVG"	"liver"
22	"CPlasTCA"	134.96	92.105025	191.2155	39.3794325	344.365075	"TCA"	"blood"
23	"CBldNAT"	0.001151565	0.000434663	0.002551325	1.31396775e-05	0.00988875699999997	"NAcTCVC"	"blood"
23	"CBldTCVC"	0.0002825035	0.00010378525	0.0006054855	3.33510125e-06	0.00228782474999998	"TCVC"	"blood"
23	"CBldTCVG"	0.0003366725	0.00013254475	0.00061758625	3.78746625e-06	0.00154330475	"TCVG"	"blood"
23	"CKid"	5.53693	2.23528	10.204525	0.0650799025	23.13241	"Perc"	"kidney"
23	"CKidNAT"	0.0009855445	0.0003847605	0.00203224	1.0947015e-05	0.00618308475	"NAcTCVC"	"kidney"
23	"CKidTCA"	39.61665	25.029275	60.521225	9.0343655	127.21935	"TCA"	"kidney"
23	"CKidTCVC"	0.002009885	0.00076383	0.0038609275	2.57254475e-05	0.0109372425	"TCVC"	"kidney"
23	"CKidTCVG"	0.0010124	0.000406417	0.0019986925	1.20897475e-05	0.00566356325	"TCVG"	"kidney"
23	"CLiv"	6.079255	2.325	11.612025	0.0650556125	30.1876425	"Perc"	"liver"
23	"CLivNAT"	0.00277057	0.000981515	0.006229745	2.69077775e-05	0.02598278	"NAcTCVC"	"liver"
23	"CLivTCA"	65.95055	41.9394	98.43215	15.2191725	181.838375	"TCA"	"liver"
23	"CLivTCVC"	6.32544e-05	2.08418e-05	0.00016859925	6.5433175e-07	0.00104645775	"TCVC"	"liver"
23	"CLivTCVG"	0.00412468	0.0015714975	0.007847155	4.366294e-05	0.02201505	"TCVG"	"liver"
23	"CPlasTCA"	130.018	88.4533	185.87225	35.3334225	334.276425	"TCA"	"blood"
24	"CBldNAT"	0.001021305	0.0003695695	0.0022866475	8.71692925e-06	0.00890317349999999	"NAcTCVC"	"blood"
24	"CBldTCVC"	0.000248574	8.7887125e-05	0.0005448445	2.27832875e-06	0.00211750899999999	"TCVC"	"blood"
24	"CBldTCVG"	0.000298134	0.000111126	0.00056172875	2.57976225e-06	0.00143367725	"TCVG"	"blood"
24	"CKid"	4.921335	1.8441925	9.2593125	0.044997075	21.4346075	"Perc"	"kidney"
24	"CKidNAT"	0.00086994	0.000325967	0.001827755	7.50601075e-06	0.00566875324999999	"NAcTCVC"	"kidney"
24	"CKidTCA"	37.62875	23.62805	57.87475	8.0895075	122.007625	"TCA"	"kidney"
24	"CKidTCVC"	0.001768685	0.000639131	0.00349049	1.79946975e-05	0.0101524875	"TCVC"	"kidney"
24	"CKidTCVG"	0.000886952	0.0003389075	0.00182155	8.35149925e-06	0.005211598	"TCVG"	"kidney"
24	"CLiv"	5.335825	1.94486	10.489875	0.04703197	28.1177075	"Perc"	"liver"
24	"CLivNAT"	0.0024288	0.00083424275	0.005600445	1.95639625e-05	0.0236108799999999	"NAcTCVC"	"liver"
24	"CLivTCA"	62.73605	39.65535	93.9066	13.78907	176.25085	"TCA"	"liver"
24	"CLivTCVC"	5.536325e-05	1.7534725e-05	0.00015038375	4.714312e-07	0.000953005224999999	"TCVC"	"liver"
24	"CLivTCVG"	0.00366471	0.0013201925	0.00707713	3.06096225e-05	0.020462165	"TCVG"	"liver"
24	"CPlasTCA"	124.9845	84.156575	179.72375	32.54542	324.352475	"TCA"	"blood"
25	"CBldNAT"	0.0009068575	0.000314582	0.00207151	6.2357755e-06	0.00813106849999998	"NAcTCVC"	"blood"
25	"CBldTCVC"	0.00022183	7.2554475e-05	0.00049170475	1.493052e-06	0.001955827	"TCVC"	"blood"
25	"CBldTCVG"	0.000262591	9.2746325e-05	0.000510501	1.75834025e-06	0.00132300125	"TCVG"	"blood"
25	"CKid"	4.37739	1.5515275	8.4460625	0.03185139	20.0253	"Perc"	"kidney"
25	"CKidNAT"	0.0007697885	0.00027692725	0.001655105	5.381208e-06	0.005232349	"NAcTCVC"	"kidney"
25	"CKidTCA"	35.54845	22.274975	55.585525	6.96725	118.79705	"TCA"	"kidney"
25	"CKidTCVC"	0.001564475	0.000541644	0.003159145	1.2944765e-05	0.00935865624999999	"TCVC"	"kidney"
25	"CKidTCVG"	0.0007920515	0.0002877835	0.0016637825	5.748364e-06	0.00467349774999997	"TCVG"	"kidney"
25	"CLiv"	4.682805	1.6170325	9.4544475	0.0334728475	26.2309699999999	"Perc"	"liver"
25	"CLivNAT"	0.002163405	0.00070444275	0.005051255	1.3844445e-05	0.0216479925	"NAcTCVC"	"liver"
25	"CLivTCA"	59.75195	37.17385	89.547575	12.3612625	169.8217	"TCA"	"liver"
25	"CLivTCVC"	4.865535e-05	1.4980925e-05	0.00013559225	3.46941325e-07	0.000877145499999999	"TCVC"	"liver"
25	"CLivTCVG"	0.003224335	0.0011013375	0.006475575	2.16341075e-05	0.019074925	"TCVG"	"liver"
25	"CPlasTCA"	120.4	79.92675	173.167	29.2333175	315.92445	"TCA"	"blood"
